user_id,purchase_value,device_id,age,ip_address,class,lower_bound_ip_address,upper_bound_ip_address,time_since_signup,hour_of_day,day_of_week,user_tx_count,device_tx_count,transaction_velocity,source_Direct,source_SEO,browser_FireFox,browser_IE,browser_Opera,browser_Safari,sex_M,country_Brazil,country_Canada,country_France,country_Germany,country_India,country_United Kingdom,country_United States
95896,47,ANQQMCVIZPQUT,33,454655525,0,450000000.0,499999999.0,517574.0,8,3,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95991,11,DXRVYTWMKPZRN,29,293331645,0,250000000.0,299999999.0,9968414.0,23,3,1,1,,False,True,False,False,False,False,True,False,False,False,True,False,False,False
96038,19,WKGXTGEEFDVJZ,25,172513417,0,150000000.0,199999999.0,4440941.0,5,0,1,1,,True,False,False,False,False,False,True,False,True,False,False,False,False,False
96068,39,TDLROWFSWVHAO,40,248597758,0,200000000.0,249999999.0,6104766.0,9,5,1,1,,True,False,False,True,False,False,True,False,False,False,False,False,True,False
96070,21,ZNERKAIRKFAJO,20,225171410,0,200000000.0,249999999.0,8073301.0,1,2,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,True,False
96077,15,KWTPKKEKJFHWZ,22,261611732,0,250000000.0,299999999.0,10184349.0,19,6,1,1,,False,True,True,False,False,False,False,False,False,False,True,False,False,False
96094,53,VVUSANYMNLALV,36,286010579,0,250000000.0,299999999.0,2522502.0,20,1,1,1,,True,False,False,False,False,False,True,False,False,False,True,False,False,False
96180,64,YIYQKXFKQQLVF,40,131889015,0,100000000.0,149999999.0,5244118.0,12,2,1,1,,True,False,False,False,False,False,True,False,False,False,False,False,False,True
96182,77,DGYYANRXYINGS,20,375242222,1,350000000.0,399999999.0,2016537.0,20,5,1,1,,True,False,False,False,False,True,False,True,False,False,False,False,False,False
96185,21,EGKRCWSLOISVS,43,424892083,0,400000000.0,449999999.0,8897094.0,3,5,1,1,,True,False,False,True,False,False,True,False,False,False,False,True,False,False
96249,15,TWLLCGJWKFEFA,31,491386337,0,450000000.0,499999999.0,4659634.0,11,1,1,1,,False,False,False,False,False,True,False,False,False,False,False,False,False,False
96271,59,BSNTWOSLSKHIR,34,151371814,0,150000000.0,199999999.0,3308424.0,14,5,1,1,,False,True,False,False,False,False,True,False,True,False,False,False,False,False
96282,43,QUMJSVSCMVVES,26,344281558,0,300000000.0,349999999.0,9093763.0,18,5,1,1,,False,True,False,False,False,False,False,False,False,True,False,False,False,False
96326,28,OWQWBWUOBVVHJ,27,414299681,0,400000000.0,449999999.0,2873722.0,21,0,1,1,,False,False,False,True,False,False,True,False,False,False,False,True,False,False
96341,24,DRCLCNYMLQKXX,29,103282850,1,100000000.0,149999999.0,1.0,18,6,1,11,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
96386,76,SWNDWSWGBHGJA,18,257252102,0,250000000.0,299999999.0,7207375.0,10,6,1,1,,False,True,False,True,False,False,True,False,False,False,True,False,False,False
96395,20,NGZBDOMGBAVLJ,35,123137899,0,100000000.0,149999999.0,858144.0,19,3,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,True
96477,25,TVXVBSAHOVVWT,26,459480814,0,450000000.0,499999999.0,1588298.0,8,0,1,1,,False,False,True,False,False,False,True,False,False,False,False,False,False,False
96493,25,NXDPODBFRFBXH,30,406048468,0,400000000.0,449999999.0,1008270.0,6,3,1,1,,True,False,False,True,False,False,False,False,False,False,False,True,False,False
96501,25,OEYRHUSVEYFZB,21,375857715,0,350000000.0,399999999.0,19348.0,12,2,1,1,,False,False,True,False,False,False,False,True,False,False,False,False,False,False
96540,60,HHYJFCPBMBPYM,30,417012558,0,400000000.0,449999999.0,7681172.0,4,4,1,1,,True,False,True,False,False,False,True,False,False,False,False,True,False,False
96547,34,TSVCYCXABUYGK,29,425039827,0,400000000.0,449999999.0,4456113.0,1,4,1,1,,False,True,False,False,False,False,True,False,False,False,False,True,False,False
96647,54,TFFIZOIURCUSA,38,320805879,0,300000000.0,349999999.0,2058623.0,15,5,1,1,,False,False,False,False,False,False,False,False,False,True,False,False,False,False
96656,55,WZPYVFRAJYHXN,38,239131265,0,200000000.0,249999999.0,9454755.0,6,2,1,1,,False,True,False,False,False,True,False,False,False,False,False,False,True,False
96687,23,BOAUROHOWXWMC,32,237103511,0,200000000.0,249999999.0,6495670.0,8,6,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False
96746,50,ZAHEFLDKOQFMF,26,205145558,0,200000000.0,249999999.0,7344404.0,12,4,1,1,,False,False,False,True,False,False,True,False,False,False,False,False,True,False
96749,26,NBVSTHYCVGUJS,28,243853879,0,200000000.0,249999999.0,3176468.0,14,2,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,False
96792,31,RCEUJLFWHONGY,28,160297258,0,150000000.0,199999999.0,3005824.0,7,4,1,1,,False,True,False,True,False,False,True,False,True,False,False,False,False,False
96811,64,LWTNWLDILYWSY,31,332336817,0,300000000.0,349999999.0,4695114.0,18,3,1,1,,False,True,False,False,False,True,False,False,False,True,False,False,False,False
96823,13,NFEUEJIRCJOCZ,26,283928855,0,250000000.0,299999999.0,9784583.0,13,4,1,1,,True,False,False,True,False,False,True,False,False,False,True,False,False,False
96839,28,JDFSHDIUQPKVI,27,427808813,1,400000000.0,449999999.0,1.0,17,6,1,8,,True,False,False,False,False,False,True,False,False,False,False,True,False,False
96841,68,TIJQPXCRDXFQA,40,316992459,0,300000000.0,349999999.0,6735.0,8,5,1,1,,False,False,False,False,False,True,True,False,False,True,False,False,False,False
96915,29,ACWHNJREEWXGT,38,309726093,0,300000000.0,349999999.0,4772090.0,10,1,1,1,,False,True,False,False,False,False,False,False,False,True,False,False,False,False
96921,19,MDGRCODXTMECJ,23,478463753,0,450000000.0,499999999.0,9469773.0,11,3,1,1,,False,True,False,False,False,True,True,False,False,False,False,False,False,False
96944,53,JHKGQDNMNYHHR,38,320178617,0,300000000.0,349999999.0,8972288.0,3,5,1,1,,False,True,False,True,False,False,False,False,False,True,False,False,False,False
96975,39,NTMFLJTNMLRZJ,42,159611648,0,150000000.0,199999999.0,9873396.0,14,5,1,1,,False,False,False,False,False,False,True,False,True,False,False,False,False,False
96985,47,JBNMDDJBIDUOY,22,306853003,0,300000000.0,349999999.0,5948553.0,15,0,1,1,,True,False,False,False,False,True,False,False,False,True,False,False,False,False
96995,56,DDVCFAPFKXUEG,47,481038491,0,450000000.0,499999999.0,4812950.0,21,0,1,1,,False,True,False,True,False,False,True,False,False,False,False,False,False,False
97002,16,QVQDCTIRXEAVI,19,147654398,0,100000000.0,149999999.0,7138017.0,14,2,1,1,,True,False,False,False,False,False,False,False,False,False,False,False,False,True
97003,25,FJLCEFTIPRTWW,27,333203491,0,300000000.0,349999999.0,8717271.0,8,5,1,1,,False,False,False,True,False,False,False,False,False,True,False,False,False,False
97010,64,QKWJIJGHDTNAZ,34,431574601,0,400000000.0,449999999.0,3235187.0,5,1,1,1,,False,False,False,True,False,False,False,False,False,False,False,True,False,False
97041,66,RKOCMYAQFFNBN,42,287178507,0,250000000.0,299999999.0,2049541.0,10,4,1,1,,False,False,False,True,False,False,True,False,False,False,True,False,False,False
97060,73,KRMNDXGBTLQRZ,35,302481951,0,300000000.0,349999999.0,8221154.0,15,3,1,1,,False,True,False,True,False,False,False,False,False,True,False,False,False,False
97061,67,DNYMDXZCRXBQC,33,156512750,0,150000000.0,199999999.0,5378467.0,19,6,1,1,,False,False,False,True,False,False,True,False,True,False,False,False,False,False
97103,39,VPOATXVFBJROG,22,102655184,0,100000000.0,149999999.0,5833278.0,11,0,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
97120,23,NCTJIHBKHYUHC,38,387809874,0,350000000.0,399999999.0,527319.0,12,3,1,1,,False,False,True,False,False,False,False,True,False,False,False,False,False,False
97134,91,UGYKWUJTWPEHX,35,343857949,0,300000000.0,349999999.0,226656.0,14,4,1,1,,False,True,False,False,False,False,False,False,False,True,False,False,False,False
97162,20,NFGRWMLDOQWLB,31,134459712,0,100000000.0,149999999.0,284737.0,23,6,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,False,True
97169,20,SYUJLIXJBWJHJ,64,386331830,0,350000000.0,399999999.0,4632690.0,20,4,1,1,,False,True,False,False,False,False,True,True,False,False,False,False,False,False
97184,11,CKUWNXIQGMNAQ,45,367196194,0,350000000.0,399999999.0,9351102.0,4,4,1,1,,False,True,False,False,False,False,True,True,False,False,False,False,False,False
97214,11,VBZAFVUKQATXH,22,198342669,0,150000000.0,199999999.0,3927361.0,17,0,1,1,,True,False,False,False,False,False,True,False,True,False,False,False,False,False
97231,43,IKCXCGXZHMOYT,31,294747822,0,250000000.0,299999999.0,7785073.0,10,2,1,1,,False,False,False,False,False,False,True,False,False,False,True,False,False,False
97235,46,URKSWSQRAXIWT,23,240775512,0,200000000.0,249999999.0,6167038.0,8,3,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,True,False
97305,34,TQULHNLQALPLJ,33,356593536,0,350000000.0,399999999.0,10096942.0,22,1,1,11,,True,False,False,False,False,False,True,True,False,False,False,False,False,False
97308,39,FHQJGBNFWKIBF,21,369012698,0,350000000.0,399999999.0,6587511.0,17,4,1,1,,False,True,False,False,False,False,False,True,False,False,False,False,False,False
97336,63,AYNVQGFFLGYOY,33,250691274,0,250000000.0,299999999.0,1130390.0,1,3,1,1,,False,False,False,True,False,False,True,False,False,False,True,False,False,False
97337,11,MTJCRNILQYMHX,34,439908217,0,400000000.0,449999999.0,8705356.0,19,2,1,1,,False,True,False,False,False,False,True,False,False,False,False,True,False,False
97356,41,BHMBZEFWZLZVO,43,347944747,0,300000000.0,349999999.0,2532961.0,1,0,1,1,,False,True,False,False,False,False,False,False,False,True,False,False,False,False
97396,52,OMLFFVIWCNRWB,35,219936334,0,200000000.0,249999999.0,2216135.0,8,3,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False
97440,27,SVSHURXNLHOZW,21,308584866,0,300000000.0,349999999.0,639563.0,11,3,1,1,,False,False,False,False,True,False,False,False,False,True,False,False,False,False
97560,44,KUCZGUVSHHCTA,26,301018280,0,300000000.0,349999999.0,1887971.0,16,2,1,1,,False,True,False,False,False,False,True,False,False,True,False,False,False,False
97610,25,JMEPYZLQODYIN,23,252725663,0,250000000.0,299999999.0,6536535.0,23,1,1,1,,False,True,False,False,False,False,True,False,False,False,True,False,False,False
97622,25,QEZPZTCEGDSOP,28,217450722,0,200000000.0,249999999.0,2982643.0,11,5,1,1,,False,True,False,False,False,True,True,False,False,False,False,False,True,False
97635,71,WDQRLWDPMGACG,45,270839942,0,250000000.0,299999999.0,1504305.0,4,3,1,1,,False,False,False,False,False,False,False,False,False,False,True,False,False,False
97642,23,XRGUUBJUGGGRY,31,135651400,0,100000000.0,149999999.0,2472908.0,17,5,1,1,,False,False,False,True,False,False,False,False,False,False,False,False,False,True
97696,23,SSKXYYSHHVTED,45,432076530,0,400000000.0,449999999.0,2046197.0,19,1,1,1,,True,False,False,False,False,True,False,False,False,False,False,True,False,False
97760,31,WXJJNJAERKRJF,22,274468415,0,250000000.0,299999999.0,3190891.0,16,0,1,1,,False,False,False,False,False,True,True,False,False,False,True,False,False,False
97777,79,PIACTPJXZXMVF,34,243339027,0,200000000.0,249999999.0,7974072.0,21,3,1,1,,True,False,False,False,False,False,False,False,False,False,False,False,True,False
97922,17,TOHBNTHGQCOSX,41,478734627,0,450000000.0,499999999.0,7824283.0,21,6,1,1,,False,False,False,True,False,False,True,False,False,False,False,False,False,False
97929,31,SLEDDABXATRYU,18,410291898,0,400000000.0,449999999.0,1755088.0,9,2,1,1,,False,False,False,False,False,False,False,False,False,False,False,True,False,False
97942,46,DIHVZEWWEYGOO,33,280737995,0,250000000.0,299999999.0,1152751.0,13,4,1,1,,True,False,True,False,False,False,False,False,False,False,True,False,False,False
97969,43,OABCNYHUKGJTI,36,252938164,0,250000000.0,299999999.0,5659006.0,20,3,1,1,,True,False,False,False,False,True,True,False,False,False,True,False,False,False
98034,28,XDMTQJSPVECTE,52,214002377,1,200000000.0,249999999.0,1.0,12,3,1,7,,False,False,False,False,False,True,False,False,False,False,False,False,True,False
98064,49,YDHYHZTWKFPLZ,19,174114436,1,150000000.0,199999999.0,1.0,3,6,1,10,,True,False,False,False,False,False,True,False,True,False,False,False,False,False
98105,40,RDMVKQGWJPKZH,24,245863315,0,200000000.0,249999999.0,4158787.0,1,4,1,1,,True,False,False,False,False,False,True,False,False,False,False,False,True,False
98112,46,VERTPUJEFWDRV,30,248163259,0,200000000.0,249999999.0,1870359.0,1,4,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False
98154,76,HGWPUYCWRDDUW,27,194930946,0,150000000.0,199999999.0,9353892.0,13,1,1,1,,False,False,True,False,False,False,True,False,True,False,False,False,False,False
98155,26,SIGLHSMOYONBL,41,372373094,0,350000000.0,399999999.0,6313587.0,5,2,1,1,,False,True,False,False,False,False,False,True,False,False,False,False,False,False
98275,40,OASNWEACVCHIM,24,288999385,0,250000000.0,299999999.0,7012129.0,14,0,1,1,,False,True,False,False,False,True,False,False,False,False,True,False,False,False
98364,24,FCWVIEMYHYCDF,30,128007576,0,100000000.0,149999999.0,4801446.0,4,0,1,1,,False,False,False,False,True,False,True,False,False,False,False,False,False,True
98395,53,MFBTCXWPBKBPX,37,179228293,0,150000000.0,199999999.0,10166033.0,3,2,1,1,,False,False,False,False,False,True,True,False,True,False,False,False,False,False
98400,46,RKEDSPARTLZCF,38,248422114,0,200000000.0,249999999.0,2884924.0,3,1,1,1,,True,False,False,True,False,False,True,False,False,False,False,False,True,False
98425,39,RTJVWSUTCDBID,27,489610766,0,450000000.0,499999999.0,5853942.0,11,0,1,1,,False,False,False,False,False,True,False,False,False,False,False,False,False,False
98427,41,QFQSCGLZWWFIV,48,153898381,0,150000000.0,199999999.0,8673140.0,22,5,1,1,,False,True,False,True,False,False,False,False,True,False,False,False,False,False
98452,14,XFSLNIEKZUBKK,24,370705433,0,350000000.0,399999999.0,6276934.0,4,0,1,1,,False,False,False,True,False,False,False,True,False,False,False,False,False,False
98531,56,JKAWTZEAKJLQJ,32,461666496,0,450000000.0,499999999.0,4949866.0,16,1,1,1,,False,False,False,False,False,True,True,False,False,False,False,False,False,False
98568,43,AECRNPZREIVLR,35,226497834,0,200000000.0,249999999.0,8966115.0,1,4,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False
98575,19,BPXBQBFRZQNCV,34,118163000,0,100000000.0,149999999.0,6471434.0,7,2,1,1,,False,True,True,False,False,False,True,False,False,False,False,False,False,True
98585,29,YYMKNNDRUCJGD,37,279574018,0,250000000.0,299999999.0,1686636.0,2,2,1,1,,False,False,False,True,False,False,True,False,False,False,True,False,False,False
98612,35,BWKDNZOJASJVK,33,325348932,0,300000000.0,349999999.0,10085732.0,9,5,1,1,,True,False,False,False,False,True,False,False,False,True,False,False,False,False
98629,65,EDUWAXIVPNHLH,42,140471738,0,100000000.0,149999999.0,746936.0,20,1,1,1,,False,True,True,False,False,False,True,False,False,False,False,False,False,True
98630,41,ILEXXRQDANCEE,43,342407040,0,300000000.0,349999999.0,8169030.0,6,2,1,1,,False,False,False,False,False,False,False,False,False,True,False,False,False,False
98647,61,WVZAKVFUVZIHP,35,249504148,0,200000000.0,249999999.0,1806035.0,17,5,1,1,,False,True,False,False,False,True,True,False,False,False,False,False,True,False
98669,71,ETXXMGDJSSIKD,47,173032761,0,150000000.0,199999999.0,7036179.0,5,0,1,1,,False,True,False,True,False,False,True,False,True,False,False,False,False,False
98703,57,SMCIDPBNCAUFD,23,266437548,0,250000000.0,299999999.0,2696176.0,23,1,1,1,,False,True,False,False,False,True,True,False,False,False,True,False,False,False
98713,11,HWRHLBGPHJMKV,41,243172754,0,200000000.0,249999999.0,1043885.0,11,4,1,1,,True,False,False,True,False,False,False,False,False,False,False,False,True,False
98785,13,WORWSOSFBFFWQ,34,283292783,0,250000000.0,299999999.0,7592219.0,12,5,1,1,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
98816,77,RLASMTYXIASVN,41,370058928,0,350000000.0,399999999.0,4671850.0,2,6,1,1,,False,False,False,True,False,False,True,True,False,False,False,False,False,False
98827,69,LDCHJXEEEMBBQ,28,464916682,0,450000000.0,499999999.0,5113781.0,13,6,1,1,,False,True,False,False,False,True,True,False,False,False,False,False,False,False
98844,45,CWGIXQDVIFLUP,21,268713033,0,250000000.0,299999999.0,7529623.0,9,5,1,1,,False,True,False,False,False,False,True,False,False,False,True,False,False,False
98849,13,CNZBBRHSOUBVA,29,199576404,0,150000000.0,199999999.0,2908689.0,7,4,1,1,,False,True,False,False,False,False,True,False,True,False,False,False,False,False
98861,60,WWTMBVMVPWXJL,22,225978821,0,200000000.0,249999999.0,9506795.0,21,0,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,True,False
98873,58,GFKMLGQWAMWPY,34,339340284,0,300000000.0,349999999.0,1559741.0,11,3,1,1,,False,False,False,False,False,False,True,False,False,True,False,False,False,False
98879,67,KLQVJIPLLZMDM,46,168309227,0,150000000.0,199999999.0,1777814.0,6,0,1,1,,False,True,False,True,False,False,True,False,True,False,False,False,False,False
98885,34,RYFSVIGVYEVHL,37,326657988,0,300000000.0,349999999.0,5092681.0,4,3,1,1,,False,True,False,False,False,True,True,False,False,True,False,False,False,False
98908,14,CDPLLUFFBJKIX,26,251614292,0,250000000.0,299999999.0,2832599.0,19,3,1,1,,False,True,True,False,False,False,True,False,False,False,True,False,False,False
98929,73,WXMHAOPOASINL,48,248360584,1,200000000.0,249999999.0,1745347.0,1,2,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,False
98967,26,TDOVNLZYZGUGY,40,103542201,0,100000000.0,149999999.0,210810.0,4,2,1,1,,False,False,False,True,False,False,False,False,False,False,False,False,False,True
98981,24,SZOHYHGLDZVAA,42,130217992,0,100000000.0,149999999.0,4869716.0,17,2,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,True
99001,23,BCNTBFITKOGHZ,26,169910234,0,150000000.0,199999999.0,9368709.0,10,1,1,1,,False,True,False,False,False,False,True,False,True,False,False,False,False,False
99048,51,BQBWPUPQZZSMD,50,215008653,0,200000000.0,249999999.0,3544320.0,9,3,1,1,,False,True,False,False,False,True,False,False,False,False,False,False,True,False
99049,19,ACSHTYVZPTAYS,41,397553857,0,350000000.0,399999999.0,9752487.0,21,4,1,1,,False,True,False,True,False,False,True,True,False,False,False,False,False,False
99055,28,PCPJRVVPWDCFY,35,148180471,0,100000000.0,149999999.0,8595239.0,6,0,1,1,,False,False,True,False,False,False,False,False,False,False,False,False,False,True
99100,76,LVJBWDFIEYVBY,31,276572727,0,250000000.0,299999999.0,4911548.0,22,1,1,1,,False,False,False,True,False,False,False,False,False,False,True,False,False,False
99141,9,ZODXCRCVGXTDW,52,212030743,0,200000000.0,249999999.0,5253828.0,20,0,1,1,,False,True,False,True,False,False,True,False,False,False,False,False,True,False
99169,41,NZWRHQIYGQTFR,27,495593271,0,450000000.0,499999999.0,2490298.0,13,2,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False
99175,26,GDNYTPFFTEJHY,39,425218513,0,400000000.0,449999999.0,5586159.0,5,4,1,1,,False,True,False,False,False,False,True,False,False,False,False,True,False,False
99177,19,DVHWIFVANETTZ,33,368832402,0,350000000.0,399999999.0,4826013.0,10,3,1,1,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
99270,42,MCJDXJZOBFUVT,20,382027745,0,350000000.0,399999999.0,7077017.0,19,5,1,1,,False,True,False,False,False,False,True,True,False,False,False,False,False,False
99319,15,YKROJKWKUEZDF,30,375039687,0,350000000.0,399999999.0,3028825.0,5,3,1,1,,True,False,False,True,False,False,True,True,False,False,False,False,False,False
99395,20,XOBJHUWXIPUAP,27,155125795,0,150000000.0,199999999.0,267438.0,3,5,1,1,,False,False,False,False,False,False,True,False,True,False,False,False,False,False
99453,24,LPPLHDQUXUCYU,34,299362849,0,250000000.0,299999999.0,4081741.0,2,0,1,1,,False,True,False,True,False,False,True,False,False,False,True,False,False,False
99476,50,LJJWUQNIYEMQH,25,497667980,0,450000000.0,499999999.0,10293120.0,17,3,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,False,False
99549,23,ENTASUHCLESHE,41,400610285,1,400000000.0,449999999.0,4085784.0,6,3,1,1,,False,False,False,False,False,True,True,False,False,False,False,True,False,False
99584,19,FSVPFWQUXHJXV,23,384018558,0,350000000.0,399999999.0,2505194.0,20,3,1,1,,False,False,False,True,False,False,True,True,False,False,False,False,False,False
99623,49,OHHFSVUSFYVVQ,43,399638491,0,350000000.0,399999999.0,5449544.0,4,6,1,1,,True,False,False,False,False,True,False,True,False,False,False,False,False,False
99644,11,HZJLNZRCNOYNZ,39,458091713,0,450000000.0,499999999.0,6527282.0,14,3,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99645,79,QGGAWVRDBTVLD,34,258517060,0,250000000.0,299999999.0,8653440.0,0,6,1,1,,True,False,False,False,False,True,True,False,False,False,True,False,False,False
99665,26,WCPNSFJKSODZJ,22,439575219,0,400000000.0,449999999.0,1733242.0,22,3,1,1,,True,False,False,False,False,False,False,False,False,False,False,True,False,False
99717,76,IWBSHJFTCKNOY,50,417805755,0,400000000.0,449999999.0,4799276.0,11,2,1,1,,False,True,True,False,False,False,False,False,False,False,False,True,False,False
99728,39,ESEAIZKMTUNLY,32,155513483,0,150000000.0,199999999.0,8066065.0,15,0,1,1,,False,True,False,True,False,False,False,False,True,False,False,False,False,False
99733,42,CXSICHWLILDPA,29,429751368,0,400000000.0,449999999.0,7754735.0,21,0,1,1,,False,False,False,False,False,False,True,False,False,False,False,True,False,False
99737,36,AJQKAEWYVUNXF,49,427332129,0,400000000.0,449999999.0,5046957.0,1,0,1,1,,True,False,False,False,False,False,False,False,False,False,False,True,False,False
99741,42,PDSYXULKHHRIZ,48,341478923,0,300000000.0,349999999.0,4922331.0,21,3,1,1,,False,True,True,False,False,False,True,False,False,True,False,False,False,False
99744,39,DYFHMBJYOESKZ,46,129140318,0,100000000.0,149999999.0,2193533.0,15,5,1,1,,False,True,False,True,False,False,True,False,False,False,False,False,False,True
99760,62,MADBKHLMHVXDG,37,248292164,0,200000000.0,249999999.0,2569566.0,23,6,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,True,False
99780,46,DRVAJFHXMGUZC,48,340782566,0,300000000.0,349999999.0,6430205.0,21,1,1,1,,False,True,False,False,False,False,False,False,False,True,False,False,False,False
99786,56,VOJHWNJPYNUJJ,31,460271937,0,450000000.0,499999999.0,4125097.0,22,1,1,1,,False,False,False,False,False,True,False,False,False,False,False,False,False,False
99828,59,KBQQNTCGEJOCZ,26,147462880,0,100000000.0,149999999.0,6221299.0,8,3,1,1,,False,True,True,False,False,False,False,False,False,False,False,False,False,True
99876,21,YGSYGYPWWZGUD,46,153415145,1,150000000.0,199999999.0,9564523.0,17,3,1,1,,True,False,False,False,False,False,False,False,True,False,False,False,False,False
99907,28,AKBKRWFTZEDEU,31,261143000,0,250000000.0,299999999.0,1122240.0,18,1,1,1,,False,True,False,False,True,False,False,False,False,False,True,False,False,False
99939,33,AGRDGONLKWHOX,28,230001359,0,200000000.0,249999999.0,1270637.0,14,4,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,True,False
99990,30,TWLZZGNWVLFCS,32,107090192,0,100000000.0,149999999.0,1336272.0,6,4,1,1,,False,False,False,False,False,True,False,False,False,False,False,False,False,True
100013,25,GNAJMDZJCMEFT,36,122210200,0,100000000.0,149999999.0,9692638.0,18,5,1,1,,False,True,True,False,False,False,False,False,False,False,False,False,False,True
100037,23,RYOOZUTZASBFY,43,135161106,0,100000000.0,149999999.0,1684137.0,17,1,1,1,,False,True,False,False,False,True,False,False,False,False,False,False,False,True
100098,22,UNWOBADJDSUUR,40,347457192,0,300000000.0,349999999.0,7515512.0,10,6,1,1,,False,False,False,False,False,False,True,False,False,True,False,False,False,False
100138,32,RRPKPKZPWBBNO,33,350097143,0,350000000.0,399999999.0,2822364.0,10,4,1,1,,False,False,False,False,False,False,True,True,False,False,False,False,False,False
100167,9,CPONXZYHWMUQL,38,329190846,0,300000000.0,349999999.0,434484.0,16,4,1,1,,False,True,False,True,False,False,False,False,False,True,False,False,False,False
100168,26,EGEESUIDDDBGA,18,266423034,0,250000000.0,299999999.0,844395.0,14,2,1,1,,True,False,True,False,False,False,False,False,False,False,True,False,False,False
100170,54,IEPNBINVSAAWE,42,312906315,0,300000000.0,349999999.0,4022015.0,2,2,1,1,,True,False,False,False,False,False,True,False,False,True,False,False,False,False
100185,35,POHATBYRSBXJZ,39,335210308,0,300000000.0,349999999.0,2874923.0,18,5,1,1,,False,True,False,True,False,False,True,False,False,True,False,False,False,False
100229,26,HEINEJKPCLBEE,26,119878959,0,100000000.0,149999999.0,6737489.0,13,4,1,1,,False,True,True,False,False,False,False,False,False,False,False,False,False,True
100303,60,CPPJLDWIYIMXC,26,459434999,0,450000000.0,499999999.0,7636066.0,8,0,1,1,,False,True,False,True,False,False,True,False,False,False,False,False,False,False
100316,65,YYJXGNVJJGSLP,48,259713285,0,250000000.0,299999999.0,8219905.0,17,6,1,1,,False,True,False,False,False,False,False,False,False,False,True,False,False,False
100372,30,BDMTKSCPCTKBN,39,144763157,0,100000000.0,149999999.0,5657198.0,12,1,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,True
100387,33,AYYWEKTNLJRLQ,34,107764522,0,100000000.0,149999999.0,8803340.0,19,1,1,1,,False,True,True,False,False,False,True,False,False,False,False,False,False,True
100435,32,BUAQMEICISGYI,35,300021622,0,300000000.0,349999999.0,1046261.0,0,5,1,1,,False,True,False,True,False,False,False,False,False,True,False,False,False,False
100446,23,JFXLYWWDKXMWD,31,452911276,0,450000000.0,499999999.0,8132063.0,10,0,1,1,,False,False,True,False,False,False,True,False,False,False,False,False,False,False
100497,28,EBBLYDLPUZELI,39,355998991,0,350000000.0,399999999.0,4526775.0,0,6,1,1,,False,True,True,False,False,False,True,True,False,False,False,False,False,False
100541,40,IOEIISZXCQHAL,26,291923801,0,250000000.0,299999999.0,10018371.0,15,1,1,1,,False,True,False,False,False,False,False,False,False,False,True,False,False,False
100564,23,COTTBWDHHDCEM,28,444582238,0,400000000.0,449999999.0,4593740.0,3,0,1,1,,False,False,True,False,False,False,True,False,False,False,False,True,False,False
100585,72,IAHZPQUPGCSAN,30,439901149,0,400000000.0,449999999.0,9736714.0,16,0,1,1,,True,False,False,False,False,False,True,False,False,False,False,True,False,False
100634,27,HRVDAHUJSMLYU,28,471373431,0,450000000.0,499999999.0,9190646.0,13,4,1,1,,False,False,False,True,False,False,True,False,False,False,False,False,False,False
100649,25,WWKMENQFYKAEP,24,136428525,0,100000000.0,149999999.0,9383028.0,17,3,1,1,,False,False,False,True,False,False,True,False,False,False,False,False,False,True
100708,54,NYKZDMLETMWZJ,37,103056839,0,100000000.0,149999999.0,6925845.0,10,3,1,1,,True,False,True,False,False,False,False,False,False,False,False,False,False,True
100714,45,MEKJGLQCAZLSO,44,211971960,0,200000000.0,249999999.0,5553911.0,0,1,1,1,,False,False,True,False,False,False,False,False,False,False,False,False,True,False
100734,38,OZQMUCTICBGTW,30,391261586,0,350000000.0,399999999.0,7306268.0,12,5,1,1,,False,True,False,False,False,False,False,True,False,False,False,False,False,False
100751,12,FPLJLEEWEWAAH,34,385010019,0,350000000.0,399999999.0,6506266.0,19,5,1,1,,False,False,True,False,False,False,True,True,False,False,False,False,False,False
100777,21,FHDOUWJUAWIML,35,386589750,0,350000000.0,399999999.0,6496931.0,16,4,1,1,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
